ESQUEMA	SUMARY	CAUSA EFECTO	CRITICIDAD	DETECTADO POR	DETECTADO EN CICLO	DETECTADO EN RELEASE	VERSION OBJETIVO	DETECTADO EN FECHA	ENTORNO	ESTATUS	TIPO DE DEFECTO	ID DE EXCEPCIONES	
AGFE	 Summary: Criterio 4.1.1 – Procesamiento: A meta element with an http-equiv attribute whose value is X-UA-Compatible must have a content attribute with the value IE=edge.	 INFRAESTRUCTURA	Alta	 99gu6291	03.01.19.05	03.01.19.05	03.01.21.04	30/11/2021	Preexplotación L1	Heredado	Accesibilidad		
AGFE	 Summary: Criterio 4.1.1 – Procesamiento:  Unclosed element span.	 INFRAESTRUCTURA	Alta	 99gu6291	03.01.19.05	03.01.19.05	03.01.21.04	01/12/2021	Preexplotación L1	Heredado	Accesibilidad		
AGFE	 Summary: Criterio 4.1.1 – Procesamiento:No p element in scope but a p end tag seen	 INFRAESTRUCTURA	Alta	 99gu6291	03.01.19.05	03.01.19.05	03.01.21.04	01/12/2021	Preexplotación L1	Heredado	Accesibilidad		
AGFE	 Summary: Pérdida de servicio al actualizar página.	APLICACIÓN	Baja	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	13/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se muestran estados no vinculados a la búsqueda.	APLICACIÓN	Baja	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	14/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se devuelven caracteres en campo vinculados a la búsqueda anterior.	APLICACIÓN	Baja	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	15/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Botones avanzar y volver sin funcionalidad.	APLICACIÓN	Media	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	16/09/2022	Preexplotación L1	Rejected	Funcional		
AGFE	 Summary: Faltas ortográficas y de gramática.	APLICACIÓN	Alta	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	09/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Mensajes erróneos o que llevan a equívoco.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	12/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se borra información en campos.	APLICACIÓN	Media	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	13/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Campos desplegables se muestran informados por defecto.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	14/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Campo supera longitud esperada.	APLICACIÓN	Baja	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	14/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Nombre de las pantallas.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	09/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se visualizan registros en documentos con firmas revocadas.	APLICACIÓN	Alta	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	13/09/2022	Preexplotación L1	New	Funcional		
AGFE	" Summary: Se produce excepción al pulsar botón de paginación ""Primera""."	APLICACIÓN	Alta	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	14/09/2022	Preexplotación L1	New	Funcional	96609994	
AGFE	 Summary: Campos permiten ser informados con caracteres ilimitados.	APLICACIÓN	Baja	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	14/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Errores de maquetación en pantallas.	APLICACIÓN	Alta	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	09/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se genera cierre inesperado de la aplicación.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	16/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Validación de campos.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	09/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Error de tooltip.	APLICACIÓN	Media	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	12/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: RadioButtons se muestran informados por defecto.	APLICACIÓN	Baja	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	12/09/2022	Preexplotación L1	Rejected	Funcional		
AGFE	 Summary: Se genera excepción al informar el Identificador Solicitud con formato erróneo.	APLICACIÓN	Alta	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	12/09/2022	Preexplotación L1	New	Funcional	96588339	
AGFE	 Summary: Se genera excepción al informar todos los campos y presionar botón buscar.	APLICACIÓN	Alta	 99gu9531	03.01.21.04	03.01.21.04	03.01.21.04	13/09/2022	Preexplotación L1	New	Funcional	96597902	
AGFE	 Summary: Campos unificados ejercen la misma función.	APLICACIÓN	Media	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	13/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Se borran datos tras avanzar de pantalla y volver.	APLICACIÓN	Media	 99gu9117	03.01.21.04	03.01.21.04	03.01.21.04	15/09/2022	Preexplotación L1	New	Funcional		
AGFE	 Summary: Ejecución de Ficheros Maliciosos. Carga y descarga de ficheros con extensión permitida (SVG, HTML, RAR y ZIP)  que pueden contener código ejecutable.	 INFRAESTRUCTURA	Media	 99gu2977	03.01.19.05	03.01.19.05	03.01.21.05	29/11/2021	Preexplotación L1	Heredado	Vulnerabilidad		
AGFE	 Summary: Tratamiento Inadecudo de Errores. Excepciones sobre los servicios web y la base de datos en el proceso de alta de solicitud.	APLICACIÓN	Media	 99gu2977	03.01.19.05	03.01.19.05	03.01.21.05	29/11/2021	Preexplotación L1	Closed	Vulnerabilidad	90736042	
AGFE	 Summary: Tratamiento Inadecuado de Errores. Página de error HTTP 404 con trazas de error del servidor web.	CONFIGURACIÓN	Media	 99gu2977	03.01.19.05	03.01.19.05	03.01.21.05	30/11/2021	Preexplotación L1	Heredado	Vulnerabilidad		
AGFE	 Summary: java.lang.ClassCastException en el servicio XV20L200	APLICACIÓN	Alta	 99gu7774	03.01.18.00	03.01.18.00		22/10/2021	Producción	New	Funcional		
AGFE	 Summary: SQLException en el servicio XV20L100	APLICACIÓN	Alta	 99gu7774	03.01.18.00	03.01.18.00		24/08/2021	Producción	New	Funcional		
AGFE	 Summary: NullpointerException en el servicio XV20L100	APLICACIÓN	Alta	 99gu8248	03.01.21.05	03.01.21.05		04/11/2022	Producción	New	Funcional		
AGFE	 Summary: java.util.NoSuchElementException en el servicio XV20L200	APLICACIÓN	Alta	 99gu8248	03.01.21.05	03.01.21.05		08/11/2022	Producción	New	Funcional		
AIFO	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en bootstrap.min.css	 INFRAESTRUCTURA	Media	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	26/08/2020	Preexplotación L1	Heredado	Accesibilidad		
AIFO	 Summary: Criterio 1.4.4 – Cambio de tamaño del texto: Existen fuentes absolutas en jquery-ui.css	 INFRAESTRUCTURA	Media	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	26/08/2020	Preexplotación L1	Heredado	Accesibilidad		
AIFO	 Summary: Criterio 3.3.1 – Identificación de errores - Falta identificar qué campos son obligatorios	APLICACIÓN	Alta	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	25/08/2020	Preexplotación L1	Heredado	Accesibilidad		
AIFO	 Summary: Criterio 4.1.1 – Procesamiento: Attribute xmlns:___ not allowed here	 INFRAESTRUCTURA	Alta	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	25/08/2020	Preexplotación L1	Closed	Accesibilidad		
AIFO	 Summary: Criterio 4.1.1 – Procesamiento: An img element with no alt attribute must not have a role attribute.	 INFRAESTRUCTURA	Alta	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	25/08/2020	Preexplotación L1	Heredado	Accesibilidad		
AIFO	 Summary: Criterio 4.1.1 – Procesamiento CSS: Error de análisis sintáctico en estilos.min.css	 INFRAESTRUCTURA	Alta	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	26/08/2020	Preexplotación L1	Heredado	Accesibilidad		
AIFO	 Summary: Criterio 4.1.1 – Procesamiento CSS error de análisis sintáctico en bootstrap.min.css	 INFRAESTRUCTURA	Alta	 99gu6291	05.30.01.00	05.30.01.00	05.31.01.01	25/08/2020	Preexplotación L1	Closed	Accesibilidad		
AIFO	 Summary: NullpointerException en servicio XV20F500	APLICACIÓN	Alta	 99gu7774	05.30.01.00	05.30.01.00		13/04/2021	Producción	New	Funcional		
AIFO	 Summary: StringIndexOutOfBoundsException en servicio XV20FE00	APLICACIÓN	Alta	 99gu8248	05.30.01.00	05.30.01.00		21/07/2021	Producción	New	Funcional		
AIFO	 Summary: SQLSyntaxErrorException en el servicio XV20FJ00	APLICACIÓN	Alta	 99gu8248	05.31.01.01	05.31.01.01		10/01/2022	Producción	New	Funcional		
AIFO	 Summary: Error en parámetro aplicación	 INFRAESTRUCTURA	Media	 99gu8509	05.31.01.01	05.31.01.01		27/09/2021	Preexplotación L1	New	Vulnerabilidad	89659563	
AIFO	 Summary: Error 404 JSP inexistente	 INFRAESTRUCTURA	Media	 99gu8509	05.31.01.01	05.31.01.01		27/09/2021	Preexplotación L1	New	Vulnerabilidad		
AIFO	 Summary: NullpointerException en el servicio XV20F500	APLICACIÓN	Alta	 99gu9589	06.02.00.03	06.02.00.03		26/09/2022	Producción	New	Funcional		
AVSS	 Summary: Criterio 4.1.1 - Attribute name not allowed on element table at this point.	APLICACIÓN	Alta	 99gu6621	02.03.00.02	02.03.00.02	02.03.00.02	24/09/2021	Preexplotación L1	New	Accesibilidad		
AVSS	 Summary: Criterio  4.1.1 – Procesamiento (CSS)	 INFRAESTRUCTURA	Alta	 99gu6621	02.03.00.02	02.03.00.02	02.03.00.02	24/09/2021	Preexplotación L1	New	Accesibilidad		
AVSS	 Summary: Maquetación de pantallas.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Acciones del buscador que devuelven pantalla en blanco.	APLICACIÓN	Alta	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: No se muestran todos los avisos disponibles al acceder al buscador.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	30/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Falta de validación en campos.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	27/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Listas desplegables sin valor por defecto.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Ausencia de tooltips o tooltips erróneos.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Búsqueda sin filtros no devuelve todos los registros.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Falta de limitación en longitud de campos.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	27/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Ausencia de mensajes o mensajes que llevan a equívoco.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Campos que permiten ser informados con caracteres especiales únicamente.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	27/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Campo Fecha Caducidad se autoinforma con valor no válido.	APLICACIÓN	Media	 99gu7677	02.03.00.02	02.03.00.02	02.03.00.02	28/09/2021	Preexplotación L1	New	Funcional		
AVSS	 Summary: Entrada Inválida de Datos. Pantalla en blanco al mostrar la información.	APLICACIÓN	Media	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad		
AVSS	 Summary: Tratamiento Inadecuado de Errores. Error ORA-00907 sobre el parámetro CONTEXTOS (ARQ)	 INFRAESTRUCTURA	Media	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad	89536116	
AVSS	 Summary: SQLInyection sobre el parámetro CONTEXTOS (ARQ)	 INFRAESTRUCTURA	Alta	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad		
AVSS	 Summary: Tratamiento Inadecuado de Errores. Pantalla en blanco al consultar la excepcón generada (ARQ).	 INFRAESTRUCTURA	Media	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad	89537477	
AVSS	 Summary: Tratamiento Inadecuado de Errores. NumberFormatException en el Buscador de Avisos.	APLICACIÓN	Media	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad	89580003	
AVSS	 Summary: Tratamiento Inadecuado de Errores. NullPointerException al eliminar parámetros (ARQ).	 INFRAESTRUCTURA	Media	 99gu2977	02.03.00.02	02.03.00.02		23/09/2021	Preexplotación L1	New	Vulnerabilidad	89538091	
AVSS	 Summary: Tratamiento Inadecuado de Errores. Pantalla de error HTTP 404 con trazas de error del servidor.	 INFRAESTRUCTURA	Media	 99gu2977	02.03.00.02	02.03.00.02		27/09/2021	Preexplotación L1	New	Vulnerabilidad		
BFAC	 Summary: Botones de cabecera que no realizan su función.	APLICACIÓN	Media	 99gu7677	02.05.02.00	02.05.02.00	02.05.03.00	05/07/2021	Preexplotación L1	Heredado	Funcional		
BFAC	 Summary: Falta de validación en campos.	APLICACIÓN	Media	 99gu7677	02.05.02.00	02.05.02.00	02.05.03.00	06/07/2021	Preexplotación L1	Heredado	Funcional		
BFAC	 Summary: SQLException en el servicio XV23K110	APLICACIÓN	Alta	 99gu7774	02.04.01.01	02.04.01.01		06/07/2021	Producción	New	Funcional		
BFAC	 Summary: Se devuelve pantalla de error al informar campo con caracteres especiales.	APLICACIÓN	Alta	 99gu7677	02.05.02.00	02.05.02.00	02.05.02.00	09/07/2021	Preexplotación L1	Closed	Funcional		
BFAC	 Summary: Errores : ORA-00001: restricción única	APLICACIÓN	Media	 99gu6931	02.05.02.00	02.05.02.00		09/07/2021	Preexplotación L1	Closed	Rendimiento		
BFAC	 Summary: No se actualizan todos los símbolos de moneda en pantalla.	APLICACIÓN	Media	 99gu7677	02.05.02.00	02.05.02.00	02.05.03.00	12/07/2021	Preexplotación L1	Heredado	Funcional		
BFAC	 Summary: Criterio 4.1.1 – Procesamiento: Text not allowed in element dl in this context.	APLICACIÓN	Alta	 99gu6291	02.05.02.00	02.05.02.00	02.04.01.01	24/03/2021	Preexplotación Inestable	Closed	Accesibilidad		
BFAC	 Summary: Criterio 4.1.1 – Procesamiento: Element select not allowed as child of element dl in this context. (Suppressing further errors from this subtree.)	APLICACIÓN	Alta	 99gu6291	02.05.02.00	02.05.02.00	02.04.01.01	24/03/2021	Preexplotación Inestable	Closed	Accesibilidad		
BFAC	 Summary: NumberFormatException en servicio XV23K110	APLICACIÓN	Alta	 99gu7774	02.04.01.01	02.04.01.01		16/07/2021	Producción	New	Funcional		
BFAC	" Summary: Excepción generada al realizar búsqueda con año ""0000""."	APLICACIÓN	Alta	 99gu7677	02.05.02.00	02.05.02.00	02.05.02.00	26/07/2021	Preexplotación L1	Closed	Funcional		
BFAC	 Summary: Tratamiento de errores inadecuados parámetro totalConIva	 INFRAESTRUCTURA	Media	 99gu8509	02.04.01.01	02.04.01.01	03.00.00.04	17/03/2021	Preexplotación L1	Heredado	Vulnerabilidad	90692981	
BFAC	 Summary: Criterio 1.3.1 – Información y Relaciones:Estilos incluidos en el código HTML	APLICACIÓN	Alta	 99gu6291	02.04.01.01	02.04.01.01	02.05.02.00	24/03/2021	Preexplotación L1	Closed	Accesibilidad		
